VK301;PRESTATIERECORD;04;0416;PRESTATIECODE;N;4;;103;M;L;COD388;VEK4;PRES;PRESTATIE;Code die de prestatie (zorg/ product/ middel) identificeert.;In de AANDUIDING PRESTATIECODELIJST wordt aangegeven welke codelijst in dit gegevenselement toegepast wordt.;;;;SITUATIE AFHANKELIJKE AANBEVELING;;;;;;;
VK301;PRESTATIERECORD;04;0417;ZORGVERLENERSCODE BEHANDELAAR/UITVOERDER;N;8;NNNNNNNN;111;M;;COD089;VEKT;PRES;PRESTATIE;De identificatiecode van de zorgverlener (natuurlijk persoon of instelling).;;COD009;CODERING ZORGVERLENER;VEKTIS CV;AANBEVELING VEKTIS;De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.;Voor meer informatie zie http://agb.vektis.nl/.;Het betreft hier de behandelaar zelf (medewerker in loondienst) of de supervisor (bijv. i.g.v. een behandeling door een stagiair / professional in opleiding).;;;;
VK301;PRESTATIERECORD;04;0418;SPECIALISME BEHANDELAAR/UITVOERDER;N;4;NNNN;115;C;;COD952;VEKT;PRES;PRESTATIE;Nadere verbijzondering van de zorgverlener per soort/beroepsgroep. Nadere identificatie van de categorie waartoe een behandelende of uitvoerende zorgverlener behoort.;Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).;COD016;CODERING ZORGVERLENERSSPECIFICATIE;VEKTIS CV;AANBEVELING VEKTIS;De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.;Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie http://agb.vektis.nl/.;;CODERING ZORGVERLENERSSPECIFICATIE;COD016-VEKT;;Conditie: verplicht vullen, tenzij ZORGVERLENERSCODE UITVOERDER / BEHANDELAAR in het voorgaande gegevenselement gevuld is.
VK301;PRESTATIERECORD;04;0419;ZORGVERLENERSCODE VOORSCHRIJVER/VERWIJZER;N;8;NNNNNNNN;123;C;;COD836;VEKT;PRES;PRESTATIE;De identificatiecode van de zorgverlener (natuurlijk persoon).;De identificatiecode van de zorgverlener die de verzekerde/pati‘nt hulp heeft voorgeschreven of verwezen.;COD009;CODERING ZORGVERLENER;VEKTIS CV;AANBEVELING VEKTIS;De AGB-code bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENERSNUMMER (NUM005). ZORGVERLENERSSOORT op positie 1-2, ZORGVERLENERSNUMMER op positie 3-8. Het zorgverlenersnummer is uniek binnen de zorgverlenerssoort.;Voor meer informatie zie http://agb.vektis.nl/.;;;;;Conditie: verplicht vullen, tenzij SPECIALISME VERWIJZER /VOORSCHRIJVER in het navolgende gegevenselement gevuld is.
VK301;PRESTATIERECORD;04;0420;SPECIALISME VOORSCHRIJVER/VERWIJZER;N;4;NNNN;127;C;;COD953;VEKT;PRES;PRESTATIE;Nadere verbijzondering van de zorgverlener per soort/beroepsgroep. Nadere identificatie van de categorie waartoe een voorschrijvende of verwijzende zorgverlener behoort.;Bestaat uit ZORGVERLENERSSOORT (COD008) en ZORGVERLENER SPECIFICATIENUMMER (COD007).;COD016;CODERING ZORGVERLENERSSPECIFICATIE;VEKTIS CV;AANBEVELING VEKTIS;De soorten (beroepsgroepen) zijn opgenomen, ook wanneer er geen nadere verbijzondering bestaat. Zie voor de soorten ook COD008.;Positie 1 en 2 zorgverlenerssoort. Positie 3 en 4 zorgverleners specificatienummer. Voor meer informatie zie http://agb.vektis.nl/.;;CODERING ZORGVERLENERSSPECIFICATIE;COD016-VEKT;;Conditie: verplicht vullen, tenzij ZORGVERLENERSCODE VERWIJZER /VOORSCHRIJVER in het voorgaande gegevenselement gevuld is.
VK301;PRESTATIERECORD;04;0421;AANTAL UITGEVOERDE PRESTATIES;N;4;;131;M;;ANT054;VEK5;PRES;PRESTATIE;Hoeveelheid verrichte prestaties in de prestatieperiode.;;;;;SITUATIE AFHANKELIJKE AANBEVELING;;;;;;;Conditie: aantal verrichtingen of aantal dagen vullen. In het algemeen is dit een.
VK301;PRESTATIERECORD;04;0422;TIJDSEENHEID ZORGPERIODE;N;2;;133;M;;COD218;VEKT;PRES;PRESTATIE;De tijdsduur waarin de zorg/behandeling wordt uitgedrukt.;Deze tijdsduur betreft de gehele zorgperiode, of een deel van de zorgperiode. De laatste mogelijkheid kan gebruikt worden als bijvoorbeeld de facturering gekoppeld is aan een tijdsduur (uur/dag/enz.).;;;VEKTIS CV;AANBEVELING VEKTIS;;;;TIJDSEENHEID BEHANDELING;COD218-VEKT;;"Waarde '81' vullen (= tijdsonafhankelijk; tijdsduur niet relevant, zoals bij een 'inschrijving' of 'intake')."
VK301;PRESTATIERECORD;04;0423;TARIEF PRESTATIE (INCL. BTW);N;8;;141;M;;BED160;VEKT;PRES;PRESTATIE;Tarief van de individuele prestatie, ongeacht wie (kunnen meerdere partijen zijn) dit betaalt.;;BED015;STANDAARDBEDRAG;VEKTIS CV;AANBEVELING VEKTIS;Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.;;;;;;Hier het tarief invullen dat contractueel of wettelijk is vastgesteld of door de zorgverlener gehanteerd wordt. Heeft betrekking op de prestatiecode.
VK301;PRESTATIERECORD;04;0424;BEREKEND BEDRAG (INCL. BTW);N;8;;149;M;;BED153;VEKT;PRES;PRESTATIE;Het berekend bedrag is het bedrag dat de zorgverlener wil ontvangen, ongeacht wie het betaalt (verzekeraar, verzekerde, ...).;;BED015;STANDAARDBEDRAG;VEKTIS CV;AANBEVELING VEKTIS;Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.;;;;;;
VK301;PRESTATIERECORD;04;0425;INDICATIE DEBET/CREDIT (01);AN;1;;150;M;;COD668;VEKT;PRES;PRESTATIE;Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.;;COD043;D/C;VEKTIS CV;AANBEVELING VEKTIS;Debet, credit (tegenboeking).;;Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.;D/C;COD043-VEKT;;De defaultwaarde is 'D' (positief bedrag). I.g.v. negatief bedrag 'C' invullen.
VK301;PRESTATIERECORD;04;0426;BTW-PERCENTAGE DECLARATIEBEDRAG;N;4;;154;C;;NUM352;VEKT;PRES;PRESTATIE;BTW-percentage dat van toepassing is.;Het declaratiebedrag is het deel van het berekend bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.;;;VEKTIS CV;AANBEVELING VEKTIS;;Relevante BTW-percentage in honderste procenten. Voorbeelden: '0600' = 6 % '1750' = 17,5 % '1900' = 19 %;;;;;Conditie: verplicht invullen als over de desbetreffende prestatie BTW geheven wordt.
VK301;PRESTATIERECORD;04;0427;DECLARATIEBEDRAG (INCL. BTW);N;8;;162;M;;BED161;VEKT;PRES;PRESTATIE;Het bedrag dat gedeclareerd wordt.;Het declaratiebedrag is het deel van het berekende bedrag dat de zorgverlener daadwerkelijk in rekening brengt bij de ontvanger van deze declaratieregel.;BED015;STANDAARDBEDRAG;VEKTIS CV;AANBEVELING VEKTIS;Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 Euro.;;;;;;
VK301;PRESTATIERECORD;04;0428;INDICATIE DEBET/CREDIT (02);AN;1;;163;M;;COD665;VEKT;PRES;PRESTATIE;Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.;;COD043;D/C;VEKTIS CV;AANBEVELING VEKTIS;Debet, credit (tegenboeking).;;Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.;D/C;COD043-VEKT;;De defaultwaarde is 'D' (positief bedrag). I.g.v. negatief bedrag 'C' invullen.
VK301;PRESTATIERECORD;04;0429;REFERENTIENUMMER DIT PRESTATIERECORD;AN;20;;183;M;;NUM362;VEKT;PRES;PRESTATIE;Uniek referentienummer die de zorgverlener heeft toegekend aan deze declaratie voor (een deel van) de prestatie.;Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.;;;VEKTIS CV;AANBEVELING VEKTIS;Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.;;Het referentienummer dient uniek te zijn voor iedere declaratie-eenheid. M.a.w: voor iedere aanwezige prestatie- of tariefrecord dient een uniek referentienummer toegekend te zijn.;;;;Zie verder het invulinstructiedocument.
VK301;PRESTATIERECORD;04;0430;REFERENTIENUMMER VOORGAANDE GERELATEERDE PRESTATIERECORD;AN;20;;203;C;;NUM363;VEKT;PRES;PRESTATIE;Uniek referentienummer die de zorgverlener heeft toegekend aan een voorgaande prestatie, die gerelateerd is aan deze prestatie.;Een prestatie is bijvoorbeeld een behandeling of een geleverd (deel)product.;;;VEKTIS CV;AANBEVELING VEKTIS;Het referentienummer is over een periode van 5 jaar uniek voor een zorgverlener.;;;;;;Conditie: invullen verplicht als er sprake is van een creditpost. Hier wordt dan het nummer van de voorgaande debetpost ingevuld.
VK301;PRESTATIERECORD;04;0480;RESERVE;AN;107;;310;S;;TEC007;107;TECH;TECHNISCHE GEGEVENSELEMENTEN;Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.;;;;;GEEN AANBEVELING VEKTIS;;;;;;;Verplicht vullen met spaties.
VK301;COMMENTAARRECORD;98;9801;KENMERK RECORD;N;2;;2;M;T;COD001;VEK4;TECH;TECHNISCHE GEGEVENSELEMENTEN;Identificatie van het soort record in een externe-integratiebericht.;;;;;SITUATIE AFHANKELIJKE AANBEVELING;;;Commentaarrecord is recordtype 98.;;;;Waarde '98' vullen.
VK301;COMMENTAARRECORD;98;9802;IDENTIFICATIE DETAILRECORD;N;12;;14;M;T;NUM040;VEKT;TECH;TECHNISCHE GEGEVENSELEMENTEN;Unieke codering van een detailrecord.;De identificatie wordt ingevuld door de zender van het 'heenbericht'. In een retourrecord wordt geen nieuw nummer gebruikt, doch hetzelfde nummer als in het 'heenrecord' ingevuld.;;;VEKTIS CV;AANBEVELING VEKTIS;;Detailrecords in het 'heenbericht' hebben een volgnummer beginnend bij 1 en oplopend met 1. Het commentaarrecord heeft hetzelfde nummer als dat van het bijbehorende detailrecord. Detailrecords in het retourbericht 'erven' het volgnr. in het heenbericht.;;;;;
VK301;COMMENTAARRECORD;98;9803;REGELNUMMER VRIJE TEKST;N;4;;18;M;T;NUM109;VEKT;TECH;TECHNISCHE GEGEVENSELEMENTEN;Uniek aanduiding van een regel vrije tekst.;Binnen elke reeks bij elkaar horende regels vrije tekst begint de nummering met '0001' en wordt voor volgende regels steeds met 1 verhoogd. Mogelijkheden tot maximaal '9999'.;;;VEKTIS CV;AANBEVELING VEKTIS;Met behulp van het regelnummer kunnen per detailrecord A of B meerdere commentaarregels (commentaarrecords) worden opgenomen.;;;;;;
VK301;COMMENTAARRECORD;98;9804;VRIJE TEKST;AN;140;;158;M;;OMS016;140;PRES;PRESTATIE;Vrije tekst (bijvoorbeeld een toelichting) in een bericht.;;;;;SITUATIE AFHANKELIJKE AANBEVELING;;;;;;;
VK301;COMMENTAARRECORD;98;9880;RESERVE;AN;152;;310;S;;TEC007;152;TECH;TECHNISCHE GEGEVENSELEMENTEN;Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.;;;;;GEEN AANBEVELING VEKTIS;;;;;;;Verplicht vullen met spaties.
VK301;SLUITRECORD;99;9901;KENMERK RECORD;N;2;;2;M;T;COD001;VEK4;TECH;TECHNISCHE GEGEVENSELEMENTEN;Identificatie van het soort record in een externe-integratiebericht.;;;;;SITUATIE AFHANKELIJKE AANBEVELING;;;Sluitrecord is recordtype 99.;;;;Waarde '99' vullen.
VK301;SLUITRECORD;99;9902;AANTAL VERZEKERDENRECORDS;N;6;;8;M;;ANT085;VEKT;TECH;TECHNISCHE GEGEVENSELEMENTEN;Het aantal voorafgaande verzekerdenrecords.;;;;VEKTIS CV;AANBEVELING VEKTIS;;;Het betreft het totaal aantal verzekerdenrecords in het bestand.;;;;
VK301;SLUITRECORD;99;9903;AANTAL DEBITEURRECORDS;N;6;;14;C;;ANT086;VEK1;TECH;TECHNISCHE GEGEVENSELEMENTEN;Het aantal voorafgaande debiteurrecords.;;;;VEKTIS CV;AANBEVELING VEKTIS;;;Het betreft het totaal aantal debiteurrecords in het bestand.;;;;Indien het bericht naar de zorgverzekeraar gaat, bevat het bestand 0 debiteurrecords. In geval geen debiteurrecords aanwezig zijn, dan '000000' vullen.
VK301;SLUITRECORD;99;9904;AANTAL PRESTATIERECORDS;N;6;;20;M;;ANT087;VEKT;TECH;TECHNISCHE GEGEVENSELEMENTEN;Het aantal voorafgaande prestatierecords.;;;;VEKTIS CV;SITUATIE AFHANKELIJKE AANBEVELING;;;Het betreft het totaal aantal prestatierecords in het bestand.;;;;
VK301;SLUITRECORD;99;9905;AANTAL COMMENTAARRECORDS;N;6;;26;C;;ANT089;VEKT;TECH;TECHNISCHE GEGEVENSELEMENTEN;Het totaal aantal voorafgaande commentaarrecords.;;;;VEKTIS CV;AANBEVELING VEKTIS;;;Het betreft het totaal aantal commentaarrecords in het bestand.;;;;In geval geen commentaarrecords aanwezig zijn, dan '000000' vullen.
VK301;SLUITRECORD;99;9906;TOTAAL AANTAL DETAILRECORDS;N;7;;33;M;;ANT265;VEKT;TECH;TECHNISCHE GEGEVENSELEMENTEN;Het totaal aantal voorafgaande detailrecords.;;;;VEKTIS CV;AANBEVELING VEKTIS;;;Het betreft het de totaalsom van het aantal detailrecords, dus exclusief voorloop- en sluitrecord.;;;;
VK301;SLUITRECORD;99;9907;TOTAAL DECLARATIEBEDRAG;N;11;;44;C;;BED025;VEK1;BERI;BERICHTINFORMATIE ALGEMEEN;Som van de te declareren bedragen.;;;;VEKTIS CV;AANBEVELING VEKTIS;Bedrag in 1/100 van gehanteerde valuta. Als er sprake is van de euro (EUR), dan is als voorbeeld 00010000 = tienduizend eurocent. Dit is 100 euro.;;Eindtotaal van de bedragen in het veld DECLARATIEBEDRAG (INCL. BTW) over alle verzekerden die in dit bericht zijn opgenomen. Kan gebruikt worden als controlegegeven.;;;;"Verplicht vullen; veld kan nullen bevatten als resultante van debet- en creditbedragen nul is."
VK301;SLUITRECORD;99;9908;INDICATIE DEBET/CREDIT;AN;1;;45;M;;COD043;VEKT;BERI;BERICHTINFORMATIE ALGEMEEN;Indicatie of een bedrag/aantal debet (positief) of credit (negatief) is.;;;;VEKTIS CV;AANBEVELING VEKTIS;Debet, credit (tegenboeking).;;Indicatie of het bedrag in de vorige rubriek debet (positief) of credit (negatief) is.;D/C;COD043-VEKT;;De defaultwaarde is 'D' (nul of positief bedrag). I.g.v. negatief bedrag 'C' invullen.
VK301;SLUITRECORD;99;9980;RESERVE;AN;265;;310;S;;TEC007;265;TECH;TECHNISCHE GEGEVENSELEMENTEN;Loze posities in een bericht ten behoeve van het op gelijke lengte brengen van records dan wel ruimte gereserveerd voor toekomstig gebruik.;;;;;GEEN AANBEVELING VEKTIS;;;;;;;Verplicht vullen met spaties.
